pk_customerkey;costumer_name;birth_date;marital_status;gender;yearly_income;number_children_at_home;occupation;number_cars_owned;address_line;phone;fk_date_first_purchase
16660;Lee Blanco;03/06/1976;S;M;70000;0;Skilled Manual;2;6567 Pinole Valley Rd;1 (11) 500 555-0190;20160815
16661;Shane Raman;15/04/1976;S;M;70000;0;Skilled Manual;2;7560 Franklin Canyon Road;1 (11) 500 555-0128;20160802
16662;Stacey Gao;08/03/1977;S;F;70000;0;Professional;2;1825 Corte Del Prado;1 (11) 500 555-0187;20160803
16663;Rosa Lu;09/10/1977;S;F;70000;0;Professional;2;4487 Coldwater Drive;1 (11) 500 555-0190;20160822
16664;Sophia Nelson;17/06/1978;M;F;130000;1;Management;1;88, rue Pierre-Demoulin;1 (11) 500 555-0127;20160813
16665;Linda Suarez;25/06/1978;S;F;130000;1;Management;2;258 Bluejay Dr.;1 (11) 500 555-0176;20190322
16666;Taylor Torres;09/04/1993;S;F;80000;0;Management;1;8932 Condor Place;634-555-0146;20180811
16667;Allison Sanchez;05/11/1994;S;F;30000;0;Professional;2;8228 Seal Way;296-555-0123;20181221
16668;Levi Malhotra;18/07/1994;S;M;30000;0;Professional;2;3005 Banyan Way;201-555-0171;20181023
16669;Benjamin Martinez;24/03/1994;S;M;60000;0;Professional;2;6665 Homestead Ave.;546-555-0169;20190505
16670;Sarah White;18/07/1994;S;F;60000;0;Professional;2;3754 San Ysidro Court;588-555-0111;20181124
16671;Megan Wood;25/08/1994;S;F;60000;0;Professional;2;1962 Cunha Ct.;130-555-0121;20190615
16672;Nicole Martinez;28/06/1994;S;F;60000;0;Professional;2;8189 Lydia Lane;281-555-0154;20181220
16673;Curtis Guo;08/05/1994;S;M;60000;0;Professional;2;5870 Louisiana Dr.;985-555-0124;20181231
16674;Ricardo Yuan;13/11/1979;M;M;130000;1;Management;3;6870 D Bel Air Drive;1 (11) 500 555-0113;20181028
16675;Kristi Arthur;17/06/1979;S;F;160000;0;Management;3;1515 Tuolumne St.;1 (11) 500 555-0164;20160806
16676;Amanda Perry;26/03/1986;M;F;130000;1;Management;3;7870 Orangewood Dr.;553-555-0122;20190322
16677;Jack Hughes;14/08/1986;M;M;130000;1;Management;4;492 Loveridge Circle;137-555-0114;20190201
16678;Ian Ramirez;15/10/1977;M;M;70000;0;Skilled Manual;2;5092 Almondwood Dr.;406-555-0196;20180908
16679;Amber Carter;05/10/1983;S;F;70000;0;Professional;1;3731 Broadmoor Avenue;1 (11) 500 555-0157;20180815
16680;Carlos Edwards;16/03/1983;M;M;70000;0;Professional;1;5576 Westminster Pl.;1 (11) 500 555-0181;20190210
16681;Louis Chande;15/03/1987;S;M;80000;5;Professional;4;3774 Napa Court;1 (11) 500 555-0134;20181231
16682;Kristy Ramos;09/07/1987;M;F;90000;4;Professional;0;2078 Jennifer Way;1 (11) 500 555-0152;20181220
16683;Christy Rai;05/03/1987;M;F;90000;4;Professional;0;4814 Ward Street;1 (11) 500 555-0115;20181130
16684;Joel Perez;18/11/1982;M;M;60000;0;Professional;1;6566 Pinole Valley Rd.;1 (11) 500 555-0138;20160811
16685;Robin Dominguez;13/06/1982;S;F;60000;0;Professional;1;3296 Trinity Ave;1 (11) 500 555-0196;20160810
16686;Kristine Alonso;15/07/1982;M;F;60000;0;Professional;1;290 Reed Way;1 (11) 500 555-0163;20160805
16687;Lawrence Romero;11/04/1981;S;M;60000;0;Skilled Manual;1;1386 Eastgate;1 (11) 500 555-0194;20160806
16688;Tabitha Gomez;04/10/1981;S;F;60000;0;Skilled Manual;1;9941 Roanwood Way;1 (11) 500 555-0119;20160829
16689;Rafael Shen;03/09/1981;M;M;60000;0;Skilled Manual;1;7839 Liscome Way;1 (11) 500 555-0176;20190219
16690;Aimee Wu;02/11/1986;M;F;110000;0;Management;1;5602 Dancing Road;1 (11) 500 555-0125;20190315
16691;Paula Romero;06/11/1986;S;F;110000;0;Management;2;4345 Azoras Circle;1 (11) 500 555-0158;20160831
16692;Jay Diaz;17/04/1980;M;M;60000;0;Skilled Manual;1;5612 Piedmont Dr.;1 (11) 500 555-0181;20181012
16693;Ethan Coleman;23/07/1980;M;M;60000;0;Skilled Manual;1;6705 Tweed Lane;1 (11) 500 555-0118;20160824
16694;Mandy Sun;10/05/1980;M;F;60000;0;Skilled Manual;1;8890 Lake Place;1 (11) 500 555-0164;20180825
16695;Dwayne Serrano;27/04/1979;M;M;90000;0;Professional;1;9335 Wilke Drive;1 (11) 500 555-0139;20190306
16696;Claudia Zeng;11/02/1985;S;F;70000;0;Professional;1;8310 MountainAire Pkwy.;1 (11) 500 555-0159;20160807
16697;Wyatt Henderson;03/05/1985;S;M;80000;5;Professional;4;3001 Silverwood Dr.;1 (11) 500 555-0179;20180829
16698;Mallory Gill;09/08/1984;S;F;70000;0;Professional;1;4036 Elk Dr;1 (11) 500 555-0150;20181118
16699;Dominic Kapoor;28/08/1979;M;M;100000;0;Professional;1;289 D Bel Air Drive;1 (11) 500 555-0111;20181110
16700;Billy Gill;21/06/1983;S;M;70000;0;Professional;1;7437 Margaret Ct.;1 (11) 500 555-0121;20181220
16701;Laura Zheng;17/07/1983;S;F;70000;0;Professional;2;4428 Jones Rd.;1 (11) 500 555-0110;20160821
16702;Patricia Raman;16/03/1982;M;F;60000;0;Skilled Manual;1;7008 Buckingham Dr.;1 (11) 500 555-0184;20160824
16703;Denise Sanchez;05/05/1982;M;F;60000;0;Skilled Manual;1;8679 Mt. Tamlapais Place;1 (11) 500 555-0154;20160812
16704;Karla Chavez;02/06/1981;M;F;70000;4;Skilled Manual;2;699 Hummingbird Ct.;1 (11) 500 555-0178;20181227
16705;Jacqueline Wood;11/07/1978;M;F;80000;4;Professional;2;1645 Appleton Court;1 (11) 500 555-0124;20190211
16706;Jenny Shan;10/05/1978;M;F;80000;4;Professional;2;7207 Sycamore Dr.;1 (11) 500 555-0150;20190325
16707;Derrick Serrano;07/04/1978;S;M;90000;0;Professional;1;1160 Camelback Road;1 (11) 500 555-0149;20160824
16708;Kellie Sanz;11/10/1978;S;F;90000;0;Management;1;3189 La Salle St.;1 (11) 500 555-0137;20160822
16709;Roy Alvarez;16/06/1956;M;M;30000;0;Clerical;2;2959 Freda Drive;1 (11) 500 555-0116;20190122
16710;Carla Arthur;15/09/1980;M;F;70000;4;Skilled Manual;3;6086 Glen Wood Drive;1 (11) 500 555-0154;20190104
16711;Jorge Zhao;02/02/1980;M;M;70000;4;Skilled Manual;3;7527 Eola;1 (11) 500 555-0144;20180908
16712;Suzanne Lu;24/10/1976;S;F;70000;0;Skilled Manual;1;7605 Mount Dr.;1 (11) 500 555-0167;20160806
16713;Tony Nara;06/11/1973;M;M;40000;0;Management;1;7922 Rock Island Drive;1 (11) 500 555-0115;20160826
16714;Dalton Nicholls;10/08/1996;M;M;30000;0;Skilled Manual;2;8433 Kenmore;157-555-0189;20190205
16715;Katelyn Ramirez;21/09/1996;M;F;30000;0;Skilled Manual;2;5424 Bel Air Drive;731-555-0157;20190225
16716;Jose Henderson;03/02/1996;S;M;30000;0;Skilled Manual;2;3131 Greer Ave;580-555-0119;20181010
16717;Masaki Umeda;11/04/1995;M;F;40000;0;Skilled Manual;1;3505 Graham St.;154-555-0148;20181013
16718;Gavin Stone;26/07/1995;S;M;40000;0;Skilled Manual;1;4668 East Avenue;651-555-0192;20190521
16719;Trevor Russell;11/01/1995;S;M;40000;0;Skilled Manual;1;7063 S. 107th Street;367-555-0124;20190421
16720;Morgan Perry;17/11/2000;S;F;30000;0;Skilled Manual;2;878 Amador Ct;587-555-0176;20190102
16721;Xavier Sanders;03/09/2000;M;M;30000;0;Skilled Manual;2;8589 Shannon Ln.;489-555-0113;20181010
16722;Sean Gray;27/06/2000;S;M;30000;0;Skilled Manual;2;5694 C Del Rio Circle;977-555-0178;20190531
16723;Barbara Zhao;14/09/2000;M;F;30000;0;Skilled Manual;2;7076 Terry Lynn Lane;464-555-0130;20190724
16724;Gabriel Yang;16/05/2000;S;M;30000;0;Skilled Manual;2;9324 Youngsdale Drive;595-555-0135;20190505
16725;Jacob Williams;21/06/2000;M;M;30000;0;Skilled Manual;2;7640 First Ave.;370-555-0144;20190611
16726;Miguel Wood;26/05/1999;M;M;30000;0;Skilled Manual;2;9666 Pinehurst Court;391-555-0141;20190628
16727;Charles Johnston;17/11/2000;S;M;40000;0;Skilled Manual;2;115 Pine Creek Way;540-555-0148;20181202
16728;Cole Morris;21/01/2000;M;M;40000;0;Skilled Manual;2;1517 Chisholm Way;843-555-0140;20181211
16729;Tommy Nara;13/06/1957;M;M;30000;0;Clerical;2;6306 Manila Ave.;1 (11) 500 555-0140;20190217
16730;Mariah Long;01/10/1957;M;F;30000;0;Clerical;2;5543 Royal Arch Court;1 (11) 500 555-0181;20190604
16731;Nicole White;09/02/1999;S;F;30000;0;Clerical;2;9003 C St.;109-555-0165;20180904
16732;Natalie Flores;25/06/1998;S;F;40000;0;Skilled Manual;2;3805 Brushcreek Court;433-555-0124;20190120
16733;Douglas Srini;06/09/1958;M;M;40000;0;Management;2;6733 North Star Dr;1 (11) 500 555-0188;20190205
16734;Emma Martinez;23/03/1958;S;F;40000;0;Management;2;5337 Claudia Dr.;1 (11) 500 555-0144;20181031
16735;Melissa Hayes;06/06/1997;S;F;40000;0;Skilled Manual;2;9737 Oak Creek Ct;855-555-0159;20190222
16736;Kelly Alexander;20/09/1997;S;F;40000;0;Skilled Manual;2;25 Leisure Lane;779-555-0125;20181217
16737;Steven Selikoff;02/05/1999;S;F;40000;0;Skilled Manual;2;8384 Golden Rain Road;861-555-0100;20190320
16738;Ramon Lu;03/09/1959;M;M;30000;0;Clerical;2;7741 Morgan Ave.;1 (11) 500 555-0196;20180914
16739;Cory Weber;27/06/1959;M;M;40000;0;Management;2;1132 San Vincente Drive;1 (11) 500 555-0193;20180908
16740;Elijah Li;26/10/1960;M;M;40000;0;Management;2;2096 Blackwood Drive;1 (11) 500 555-0147;20160803
16741;Alan Xu;07/09/1960;M;M;40000;0;Management;2;5727 Eola;1 (11) 500 555-0147;20160804
16742;Mitchell Pal;12/11/1960;M;M;40000;0;Management;2;2159 Barbie Dr.;1 (11) 500 555-0155;20160825
16743;Ariana Stewart;20/05/1962;M;F;40000;0;Management;2;3726 Northridge Drive;1 (11) 500 555-0111;20160801
16744;Lacey Guo;15/06/1962;M;F;40000;0;Management;2;3710 Via Appia;1 (11) 500 555-0163;20160819
16745;Krista Moreno;24/11/1962;S;F;60000;0;Management;1;3371 Thors Bay Road;1 (11) 500 555-0154;20160810
16746;Brianna Peterson;05/11/1996;S;F;40000;0;Skilled Manual;2;7647 Valencia Place;471-555-0141;20180901
16747;Alexander Davis;14/06/1995;S;M;40000;0;Skilled Manual;2;430 Surf Drive;138-555-0198;20190101
16748;Patrick Peterson;01/06/1995;S;M;40000;0;Skilled Manual;2;1751 Joan Ave.;913-555-0175;20190610
16749;Aaron Coleman;10/05/1994;S;M;30000;0;Skilled Manual;1;3393 Alpha Way;914-555-0128;20190607
16750;Seth Sanders;11/05/1994;M;M;30000;0;Skilled Manual;1;7348 Indianhead Way;461-555-0176;20180922
16751;Aaron Scott;13/12/1993;M;M;60000;0;Skilled Manual;1;199 Clymer Ct.;705-555-0178;20190121
16752;Mason Wright;27/02/1993;S;M;60000;0;Skilled Manual;1;1347 Palisade Court;296-555-0176;20190218
16753;Rachel Harris;23/02/1992;S;F;70000;0;Skilled Manual;2;8790 N. 108th St.;522-555-0152;20190421
16754;Alex Bell;05/12/1992;S;M;80000;0;Management;1;435 Santa Barbara;582-555-0181;20180918
16755;Olivia James;26/07/1992;M;F;80000;0;Management;1;1990 Guadalajara;386-555-0112;20190421
16756;Richard Allen;18/09/1988;M;M;80000;0;Management;1;281 Windsor Drive;424-555-0148;20190418
16757;Mackenzie Cox;03/07/1987;M;F;110000;1;Management;0;6191 Story Lane;199-555-0157;20190703
16758;Justin Perry;18/11/1987;M;M;110000;1;Management;0;6312 Woodcrest Dr;349-555-0169;20181206
16759;Jasmine Bell;03/07/1987;M;F;110000;1;Management;1;5333 Adria Drive;721-555-0147;20190425
16760;Sydney Alexander;11/08/1979;S;F;60000;0;Skilled Manual;0;8162 Milden Road;666-555-0119;20180911
16761;Angel Ward;12/12/1992;S;M;40000;4;Clerical;1;6539 Hames Court;175-555-0184;20190324
16762;Franklin Ferrier;26/07/1992;M;M;50000;0;Skilled Manual;0;1990 Bridge;944-555-0168;20190325
16763;Juan Suarez;04/11/1993;M;M;50000;0;Skilled Manual;0;1287 Youngsdale Drive;344-555-0182;20181013
16764;Thomas Davis;23/05/1993;M;M;50000;0;Skilled Manual;0;7811 Woodsworth Lane;321-555-0139;20181122
16765;Dalton White;07/07/1993;M;M;50000;0;Skilled Manual;0;6384 Euclid Ave.;609-555-0146;20190129
16766;Summer Arun;04/08/1993;S;F;50000;0;Skilled Manual;0;3770 Viewpoint Ct;185-555-0119;20190507
16767;Rafael Liu;05/04/1993;M;M;50000;0;Skilled Manual;0;1790 Holton Court;509-555-0160;20180915
16768;Eduardo Barnes;10/07/1993;M;M;50000;0;Skilled Manual;0;899 Park Blvd.;162-555-0149;20190723
16769;Tyler Walker;24/10/1991;M;M;60000;0;Skilled Manual;0;1077 Pheasant Drive;843-555-0171;20190419
16770;Charles Rogers;22/09/1991;M;M;60000;1;Skilled Manual;0;1435 Ash Lane;615-555-0110;20190310
16771;Ian Walker;24/12/1992;M;M;50000;1;Skilled Manual;0;3686 Mac Court;141-555-0176;20180827
16772;Morgan Parker;15/01/1992;M;F;50000;1;Skilled Manual;0;3382 Arrowwood Circle;797-555-0113;20180916
16773;David Lal;06/11/1992;M;M;60000;0;Skilled Manual;0;3529 Midway Ct;679-555-0111;20190109
16774;Eduardo Perry;11/02/1992;S;M;60000;0;Skilled Manual;0;8859 Pacheco St.;119-555-0134;20181217
16775;Sarah Russell;17/09/1992;M;F;60000;0;Professional;0;4555 Eastgate Ave.;815-555-0119;20190322
16776;Dalton Lewis;22/03/1990;M;M;50000;1;Skilled Manual;0;2245 Cloudview Dr;165-555-0115;20190331
16777;Cameron Simmons;04/09/1964;M;M;70000;0;Management;2;2124 Royal Arch Court;774-555-0152;20180828
16778;Blake Hayes;03/09/1964;S;M;60000;0;Management;2;6807 Snowberry Court;303-555-0111;20190429
16779;Morgan Watson;27/10/1964;M;F;70000;0;Management;2;1941 Hacienda;447-555-0120;20190426
16780;Carlos Bailey;24/09/1965;M;M;70000;0;Management;2;9654 Pirate Lane;117-555-0179;20190308
16781;Dylan Chen;18/06/1965;M;M;70000;0;Management;2;3444 Maywood Lane;453-555-0175;20180802
16782;Lucas Clark;21/02/1966;M;M;60000;0;Management;3;832 Heights Ave.;159-555-0120;20190410
16783;Grace Barnes;07/12/1966;M;F;60000;0;Management;3;213 Valencia Place;464-555-0157;20190525
16784;Chloe Long;10/02/1966;M;F;60000;0;Management;3;225 San Miguel Rd.;393-555-0132;20181103
16785;Christian Lee;12/08/1966;M;M;70000;1;Management;1;1229 Harness Circle;190-555-0158;20190402
16786;Lucas Reed;24/09/1966;M;M;70000;1;Management;1;1566 Eagle Ct.;941-555-0188;20190428
16787;Nicole Jackson;26/04/1966;S;F;70000;1;Management;1;3836 Mt. Davidson Court;660-555-0192;20190528
16788;Ronnie Gao;14/04/1967;M;M;60000;0;Management;3;5329 Notre Dame Ave;318-555-0167;20181017
16789;Jennifer Harris;21/09/1967;M;F;60000;0;Management;3;665 Rishell Ct.;167-555-0129;20190621
16790;Hunter Lopez;10/02/1967;M;M;60000;0;Management;3;7079 Green Leaf Drive;400-555-0145;20190627
16791;Leonard Yuan;07/05/1967;S;M;60000;0;Management;3;8483 Wilke Drive;140-555-0185;20181124
16792;Maria Torres;10/06/1967;M;F;60000;0;Management;3;8202 Lion Circle;662-555-0113;20180721
16793;Savannah Hernandez;07/05/1967;S;F;60000;1;Management;0;8483 Wilke Drive;939-555-0179;20180711
16794;Taylor Cook;20/04/1967;M;F;60000;1;Management;0;7610 Pepper Pl.;862-555-0136;20180719
16795;Regina Garcia;04/05/1967;M;F;70000;1;Management;1;4393 Rossmor Parkway;397-555-0174;20190527
16796;Kaitlyn Martin;05/06/1968;S;F;60000;1;Professional;1;6396 Pueblo Dr.;463-555-0176;20181118
16797;Evan Reed;18/11/1968;M;M;60000;1;Professional;1;6566 Tono Lane;735-555-0111;20180712
16798;Latasha Martin;04/05/1968;M;F;60000;1;Management;0;9613 Smiling Tree Court;126-555-0160;20180720
16799;Stephanie Gonzales;07/10/1968;M;F;60000;1;Management;0;6119 11th;605-555-0110;20180727
16800;Jordan Roberts;21/06/1969;M;F;40000;1;Professional;2;1935 Alamo Way;115-555-0134;20181219
16801;Jasmine Henderson;22/01/1969;S;F;60000;1;Professional;2;9956 Mcneil Place;183-555-0118;20190313
16802;Lucas Allen;12/07/1969;S;M;60000;1;Professional;2;4422 Mariposa;158-555-0171;20180821
16803;Marcus Peterson;21/07/1969;M;M;60000;1;Professional;2;9360 S. Fifth St.;655-555-0183;20180718
16804;Adam Zhang;20/12/1970;M;M;60000;1;Professional;2;8297 Dos Encinas;988-555-0176;20180719
16805;Fernando Allen;14/03/1970;S;M;60000;1;Professional;2;6456 Eagle Way;638-555-0183;20180719
16806;Louis Zhao;04/08/1970;M;M;60000;1;Professional;1;1899 Hooftrail Way;100-555-0146;20190609
16807;Virginia Suri;05/10/1970;M;F;60000;1;Professional;1;6691 Brookview Dr;468-555-0162;20180718
16808;Jessica Long;04/10/1970;M;F;70000;2;Professional;1;6566 Jamie Way;674-555-0195;20190319
16809;Bailey Sanders;24/06/1970;S;F;70000;2;Professional;1;3910 Fawn Glen Circle;532-555-0181;20190418
16810;Michael Rodriguez;01/09/1971;M;M;70000;1;Professional;2;5053 Loftus Road;352-555-0170;20190210
16811;Luis Zhang;19/04/1971;M;M;60000;1;Professional;1;2538 Stafford Ave;679-555-0151;20180831
16812;Alexa Richardson;13/09/1971;M;F;60000;1;Professional;2;6948 Midway Ct;764-555-0166;20180820
16813;Carson Diaz;14/04/1971;M;M;60000;1;Professional;2;5050 Mt. Diablo St.;925-555-0122;20190527
16814;Isabella Collins;12/08/1971;S;F;70000;2;Professional;1;9022 East 87th Street;239-555-0194;20180807
16815;Jacob Brown;10/05/1971;M;M;70000;2;Professional;1;8668 Via Neruda;588-555-0115;20190713
16816;Julia Miller;11/03/1971;M;F;70000;2;Professional;1;4002 Willow Pass Dr.;555-555-0194;20190707
16817;Evan Peterson;20/12/1971;M;M;70000;2;Professional;1;4143 Smith Lane;197-555-0165;20190415
16818;Gabrielle Reed;03/02/1971;M;F;70000;2;Professional;2;6417 Del Rey St;659-555-0128;20190409
16819;Dalton Cox;03/07/1972;M;M;70000;2;Professional;2;7684 Grove Way;562-555-0158;20190415
16820;Isabella Gray;13/01/1972;M;F;70000;2;Professional;2;6400 St. John Lane;438-555-0150;20190222
16821;Mary Carter;20/07/1978;M;F;130000;3;Management;4;Pascalstr 36;1 (11) 500 555-0143;20180104
16822;Marshall Lin;28/11/1978;M;M;150000;3;Professional;3;7070 W. Watson Court;1 (11) 500 555-0198;20171111
16823;Stacy Ruiz;20/07/1978;M;F;160000;3;Professional;4;5399 Heron Ct.;1 (11) 500 555-0123;20171110
16824;Randall Munoz;17/05/1977;M;M;120000;4;Professional;4;Dunckerstr 3578;1 (11) 500 555-0144;20180122
16825;Susan Zeng;04/08/1977;M;F;120000;4;Professional;4;Helsenbergbogen 6;1 (11) 500 555-0172;20190520
16826;Roberto Vazquez;12/11/1977;M;M;130000;4;Professional;3;Postfach 66 16 11;1 (11) 500 555-0155;20180225
16827;Jeffery Chen;18/02/1977;M;M;170000;3;Management;3;1549 Wildewood Dr;1 (11) 500 555-0118;20171115
16828;Logan Mitchell;10/02/1976;M;M;160000;4;Professional;2;1874 Virginia Hills Dr.;1 (11) 500 555-0191;20171116
16829;Wayne Lal;27/04/1976;M;M;160000;4;Professional;2;2269 Clear St.;1 (11) 500 555-0151;20171108
16830;Alexandra Hall;21/10/1975;M;F;130000;4;Professional;3;Lieblingsweg 444;1 (11) 500 555-0116;20180202
16831;Theodore Vazquez;12/05/1975;M;M;130000;4;Professional;3;7490 Sharon Dr;1 (11) 500 555-0126;20171125
16832;Isaiah Parker;12/06/1952;S;M;70000;0;Management;2;2668 E. 79th Street;156-555-0115;20190424
16833;Richard Cooper;24/08/1952;M;M;90000;0;Management;1;9023 Maryland Dr.;366-555-0187;20190430
16834;Morgan Peterson;21/07/1953;S;F;50000;0;Management;2;9377 Detroit Ave;348-555-0199;20181127
16835;Noah Nelson;14/10/1953;M;M;70000;0;Management;2;7082 45th St;726-555-0124;20190414
16836;David Thomas;22/11/1985;M;M;90000;4;Professional;3;6219 Marcia Drive;278-555-0197;20190217
16837;Elizabeth Jackson;23/10/1985;M;F;90000;4;Professional;3;3494 Jamie Way;363-555-0162;20190205
16838;Jonathan Griffin;16/01/1985;S;M;110000;2;Management;3;3230 Market Place;121-555-0113;20190402
16839;Julia Ross;19/06/1985;M;F;170000;0;Management;2;5518 San Rafael;716-555-0194;20190412
16840;Xavier Torres;14/03/1984;M;M;80000;3;Management;0;8802 Valley Manor;110-555-0149;20181125
16841;James Turner;16/11/1984;M;M;80000;3;Professional;1;7848 York Dr.;602-555-0192;20180829
16842;Jenny Yang;09/04/1984;M;F;110000;2;Management;4;602 Columbia River Ct;885-555-0197;20190427
16843;Jimmy Ramos;16/02/1984;S;M;130000;2;Management;2;9817 Cook Street;256-555-0148;20190429
16844;Emma Robinson;25/07/1984;M;F;160000;1;Management;2;5377 Sahara Dr.;492-555-0160;20190424
16845;Andrea Adams;15/09/1984;S;F;170000;0;Management;3;4767 Detroit Ave.;658-555-0193;20190407
16846;James Phillips;09/05/1983;S;M;80000;3;Professional;2;8732 Carob Way;200-555-0199;20180825
16847;Eduardo Hall;23/03/1983;M;M;80000;3;Professional;2;8128 Honey Trail Lane;355-555-0111;20181216
16848;Jessica Thomas;07/04/1983;S;F;80000;3;Professional;2;544 Magda Way;749-555-0195;20180804
16849;Jonathan Collins;28/09/1983;M;M;80000;3;Professional;2;9808 Holiday Hills;319-555-0114;20190606
16850;Jessica Jenkins;02/10/1983;S;F;90000;0;Professional;2;3281 Ana Mile;433-555-0119;20190406
16851;Kevin Hayes;01/04/1983;S;M;100000;2;Professional;2;5515 West Bouncing Rd;980-555-0166;20190425
16852;Kate She;07/06/1983;S;F;110000;2;Management;4;8713 Book Street;815-555-0144;20190417
16853;Christina Bailey;20/02/1983;S;F;110000;3;Management;0;3859 Anchor Ave;394-555-0181;20190622
16854;Seth Adams;27/08/1983;M;M;170000;0;Management;3;903 West I St;472-555-0154;20190406
16855;Evelyn Srini;13/11/1982;M;F;80000;4;Professional;2;1348 Montego;340-555-0163;20190418
16856;Erin Rivera;11/12/1982;M;F;90000;4;Professional;4;3812 Roundtree Drive;134-555-0188;20190228
16857;Lawrence Munoz;18/12/1982;M;M;90000;4;Professional;4;3635 N Ridgewood Drive;396-555-0163;20181105
16858;Jan Lopez;13/08/1982;M;F;100000;2;Professional;3;4214 Willbrook Court;950-555-0171;20190609
16859;Jack Kumar;21/08/1982;S;M;100000;2;Professional;3;8609 Camino Peral;747-555-0113;20190419
16860;Haley Rogers;17/03/1982;M;F;110000;3;Management;2;8380 Sheppard Way;101-555-0190;20180913
16861;Luis Sharma;10/06/1982;S;M;130000;2;Management;4;4207 Madrid Lane;630-555-0138;20190716
16862;Timothy Nelson;20/12/1982;M;M;130000;2;Management;4;7798 Esperanza Drive;267-555-0140;20190716
16863;Kaitlyn Clark;11/08/1981;M;F;80000;4;Professional;3;5074 Ulfinian Way;261-555-0195;20180906
16864;Grace Ramirez;06/05/1981;S;F;100000;2;Professional;4;3290 Las Palmas;414-555-0176;20190428
16865;Jordyn Diaz;06/06/1981;M;F;120000;3;Professional;4;6539 Greenwood Circle;988-555-0154;20190424
16866;Alexandra Parker;26/10/1981;M;F;130000;3;Management;2;6159 Argonne Drive;974-555-0142;20190415
16867;Katelyn King;26/08/1981;S;F;130000;3;Management;3;6462 Wexford Drive;460-555-0179;20190406
16868;Xavier Jackson;04/02/1981;M;M;160000;3;Management;2;53 Odin Dr;161-555-0147;20190418
16869;Vanessa Patterson;01/02/1981;M;F;170000;0;Management;4;1949 Bay Court;953-555-0152;20190406
16870;Andrea Morgan;02/10/1975;M;F;60000;0;Professional;2;4162 Euclid Ave.;743-555-0185;20180807
16871;Anna Clark;11/02/1975;M;F;90000;1;Professional;1;2419 Adobe St.;183-555-0145;20190409
16872;Samuel Taylor;27/02/1974;M;M;80000;0;Skilled Manual;2;498 Rockford Dr.;345-555-0192;20190418
16873;Damien Deng;14/03/1955;M;M;30000;0;Professional;2;1273 Deetmeadow Way;863-555-0114;20190124
16874;Leslie Munoz;01/09/1955;S;F;90000;0;Management;2;7748 Rose Ann Ave;828-555-0180;20181117
16875;Samantha Diaz;27/02/1955;M;F;90000;0;Management;2;3956 Stonedale;125-555-0113;20181226
